title,description
Issue with oil firms will be resolved soon: AI,India Business News: NEW DELHI: Air India on Sunday assured passengers that they need not worry about their travel plans in wake of oil companies’ threat to cut off the ai.
"Finally, China agrees to work on balance of trade","India has for long compalained that its exports- including medicines, meat and food products such as rice - face restrictions across the border with software companies too finding it tough to do business in China. In the past Beijing has agreed to address con…"
"Singh bros, ex-Ranbaxy promoters, held for fraud","The economic offences wing of the Delhi Police has arrested former Religare promoter Shivinder Mohan Singh and the company's ex-CMD Sunil Godhwani for alleged default in repayment of dues and causing wrongful loss of Rs 2,397 crore to Religare Finvest Ltd. La…"
Quick Edit: India rebukes Turkey for supporting Pak on J&K,In a rare move India has rebuked Turkey for its military operation in Syria against the Kurds. India urged Turkey to exercise restraint and respect the territorial integrity of Syria. It also said that Turkey’s...
FM seeks tax experts' inputs to correct GST flaws,"Conceding that GST may have some flaws in its present form, finance minister Nirmala Sitharaman on Friday asked tax professionals not to curse it and sought their help to make it better. She interacted with people from industries, chartered accountants, compa…"
Indians visiting US to grow fastest by 2024,"The US expects Indians to be its fastest growing overseas visitors in the next five years. The forecast sees the number of Indian visitors growing from 13.8 lakh in 2018 to 14.3 lakh in 2019, and to 18.8 lakh in 2024. Among overseas visitors to, UK, Japan and…"
Is the world economy sliding into first recession since 2009?,"The global economy is wobbling and whether it topples over is the big question in financial markets, executive suites and the corridors of power. Investors cheered as the US struck a partial trade agreement with China and there were even signs the UK may stri…"
Uproar over ‘priority’ of debates,Angry Opposition members resort to protest
Scribes demand lifting of ban,"Demanding the lifting of the ban on electronic media cameras during sessions, members of Karnataka Working Journalists’ Association held a protest outside the Deputy Commissioner’s office in Raichur a"
Successful startups receive recognition from XLr8AP,Five selected for advanced acceleration
"Politics live | Kashmir, NRC non-issues in Haryana, says Cong.’s Surjewala",Here are the top political developments of the day
5 more suspicious deaths under lens,No fresh cases registered
"Dutch king, queen to arrive in India on Sunday for state visit",Netherlands King Willem-Alexander and Queen Maxima will arrive here on Sunday for a five-day visit during which they will hold meetings with the top Indian leadership to boost bilateral economic and p
Security beefed up in Srinagar after grenade attack,Security was beefed up in several areas of Srinagar — the summer capital of Jammu and Kashmir — on Sunday following a grenade attack by suspected militants in a city market that left seven people inju
"DMK is anti-poor and corrupt, says CM","Palaniswami promises ₹2,000 as financial assistance to families of labourers"
India’s first private train violates railway tariff law,The train service flagged off between Lucknow-Delhi-Lucknow route charges a higher fare than the existing Shatabdi Express and other trains on the same route.
Karnataka Assembly sittings this year lowest in a decade,The political instability that enveloped the previous JD(S)-Congress regime this year apparently prevented meaningful legislative business.
'We have a talent revolution going on in TCS',"We have 30,000 people on board today.  Going forward, we will take decisions based on business situation."
Sale-bound Alliance Air gets nod for foreign flights,Sale-bound Alliance Air gets nod for foreign flightsThe move has triggered speculation among Air India employees that government may continue in airline business by not selling Alliance Air.
"After handing the sets, Chinese phone companies to offer accessories","Comapnies like Xiaomi, Realme India plans to drive revenue and profitability in-country via cables, earphones, power banks, among other things."
Birlasoft inks USD 240-mn deal with Invacare,"Invacare manufactures wheelchairs, bariatric equipment, disability scooters, respiratory products and other homecare products."
Piramal Enterprises files complaints with SEBI,"“There are certain market participants that are spreading false/misleading rumours."""
RS Prasad withdraws comments on economy,"RS Prasad withdraws comments on economyIn a statement issued on Sunday, Prasad claimed that one part of his statement had been ""completely twisted out of context"", and said ""being a sensitive person, I withdraw this comment""."
All about the new wave of techpreneurs,All about the new wave of techpreneursTheir exposure in startup scene and operational credibility have made them darlings of venture capital firms
IRCTC will be a good long-term bet: Devang Bhat,We don’t recommend a fresh buy but we would say you can always hold or buy on dips.
OECD proposal on taxing MNEs to benefit countries like India: Experts,The proposal is aimed at re-allocating some profits and corresponding taxing rights to countries and jurisdictions where MNEs have their markets.
Gold at one-week high as trade talk hopes fade,"US gold futures gained 0.3 per cent to $1,516.50."
Portals seeking views on merger to be rolled out: Indian Bank,Indian Bank would be amalgamated with Allahabad Bank under the Centre's move to merge various public sector banks.
What analysts think of M&M's big move,"What analysts think of M&M's big moveM&M and Ford (India) recently announced a joint venture, with the former holding a 51% stake."
Apple pulls Hong Kong app used by protesters after China warning,"The financial hub has been gripped by protests for four months, and there have been regular clashes between hardcore demonstrators and police."
US blacklists SA's Gupta family over 'corruption',US blacklists SA's Gupta family over 'corruption'The Gupta family leveraged its political connections to engage in widespread corruption and bribery: Treasury Under Secretary
Tripura government to construct 2200 flats,Chief Minister Biplab Kumar Deb addressed the programme “ANGIKAAR” – 'A campaign for change management' at Agartala Town Hall where he discussed about various issues.
India relaxes e-visa policy for Chinese nationals,"India relaxes e-visa policy for Chinese nationals""From October 2019 onwards, Chinese nationals can apply for an e-Tourist visa (e-TV) of a 5-year validity with multiple entries,"" a statement by the embassy reads."
Private sector investment rate may decline: Kotak report,The report cited a number of reasons for this such as weak balance sheets and high leverage of most large infrastructure companies.
Adani Transmission acquires arm of REC Transmission,The acquisition was made for an undisclosed amount.
Demand resurgence depends on rural India: Jinesh Gopani,Corporate tax cut could be a game changer over a period of time.
CAIT alleges violation of FDI policy by Flipkart,CAIT alleges violation of FDI policy by FlipkartCAIT Secretary General Praveen Khandelwal said both the portals denied all charges and stated that they comply with the policy in its letter and spirit.
World trade is likely to slow down further in 2019: RBI,"The apex bank, in its monetary policy report, said the forward-looking indicators suggest that world trade is likely to slow down further this year."
TCS hit an unexpected patch of softness: Rajesh Gopinath,"TCS CEO on coping with slowdown, employee addition & need for practical adjustments."
Indiabulls Real Estate announces share buyback of Rs 500 crore,"​The buyback price is more than the double of the current share price, which is ruling at Rs 43.40 on BSE."
Gold ETFs caught investors' eye in September,​T​his comes on the back of a net infusion of Rs 145 crore in gold ETFs in August
GeM signs pact with Union Bank of India,"GeM signs pact with Union Bank of IndiaThe memorandum of understanding (MoU) will facilitate a cashless, paperless and transparent payment system on the portal and will create an efficient procurement system for government entities"
Iffco-Tokio moves IRDA in J&K Bank case,"Iffco-Tokio moves IRDA in J&K Bank caseIn a letter last month, Iffco-Tokio has written to the Insurance Regulatory and Development Authority (Irda) seeking to “dispel any misinformation.”"
Pakistan must end support to terror groups: US Senator,"US Senators Hassan and Chris Van Hollen met Pakistan Prime Minister Imran Khan, Chief of Army Staff General Qamar Javed Bajwa and officials from the Pakistan-occupied Kashmir."
"Dutch king, queen to arrive in India for state visit","Dutch king, queen to arrive in India for state visitKing Willem-Alexander's trip would be his first state visit to India, following his ascension to the throne in 2013."
Data Protection Bill likely to be placed in Parliament in winter session: Official,The new law will prescribe some penalties and compensations so that people take it seriously.
7 stocks with high 1-year upside potential,PEG takes into account the projected earnings growth and acts as a more reliable valuation measure than the standard PE multiple.
Why a third of the world’s consumers are suddenly nervous to spend,"Retail gloom deepens in India and China, home to 2.8 billion people, or more than a third of the world’s consumers."
Our India strategy is to ensure technology access to local handset brands: Corning Gorilla Glass’s John Bayne,"""India, however, will be the fastest-growing market with 10% growth y-o-y. It is an incredibly important market."""
We would repay investors' faith in us: IRCTC chief,"In future, there will be two private trains and maybe we will request railways for another route also."
Market’s favorite megabank is surrounded by a lending crisis,"Among 54 analysts who cover the stock, only one has the equivalent of a sell rating."
IRCTC may have EPS of Rs 24-26 for FY20: Jasani,"Once the institutions finished buying, IRCTC will probably react a bit on the downside."
Infosys vs TCS: How they stack up now,Infosys vs TCS: How they stack up nowLast time Infy had reported a double-digit revenue growth in dollar terms was in FY14 when revenue had grown 11.5%.
Farm cooperatives can play key role in achieving $5 trillion economy: Narendra Singh Tomar,The minister also launched startup scheme 'Yuva Sahakar' and NGO Sahakar Bharti's 'Simply Desi' brand to promote products manufactured by cooperatives.
China badly wants a trade deal: Donald Trump,"China badly wants a trade deal: Donald TrumpThe US and China will hold the next round of negotiations on October 10, as the two major trading powers are trying to end their bruising trade war."
Gold falls as Trump's remarks boost trade hopes,"US gold futures dipped 0.2 per cent to $1,498.50."
US Senator says Pakistan must end support to terror groups,Senator Maggie Hassan also called for finding ways to de-escalate the tension between India and Pakistan that spiked after New Delhi revoked the special status of Jammu and Kashmir in August.
Rural mkt alone may escape consumption slowdown,Banking  remains an overweight sector in any portfolio.
The 20 richest people in the automotive industry,"The 20 richest people in the automotive industrySome in this list are prominent, like Elon Musk. Others are not so much so, like Pallonji Mistry."
Keeping data within India a big leap for us: Oracle,The Cloud major has plans to open another Gen 2 Cloud data centre in Hyderabad next year.
Embassy rethinks plan to acquire IB Real Estate,Embassy owns 14 per cent in the Mumbai-based property developer.
Oil & gas sector to see $118bn investment soon,"Oil & gas sector to see $118bn investment soonSpeaking at the India Energy Forum of CERAWeek conference here, oil minister Dharmendra Pradhan said India's energy transition level is in line with global trends."
"Long term, mid, smallcaps offer good value: Vora",Private banks as well as some of the IT pockets should continue to do well.
Restrictions lifted in 99% areas in Kashmir,Restrictions lifted in 99% areas in KashmirInternet facilities are being opened at tourist spots to assist those who would want to access it.
"View: This festive season, fireworks or damp squibs?","It is amazing how things come around. I was listening to Prime Minister Narendra Modi’s Houston speech. After speaking in several Indian languages, Modi said: “Maine itna hi kaha hai: .” Suddenly I remembered the..."
"View: Trade tensions, Brexit uncertainty to keep gold rally going","In recent weeks, gold has been consolidating in a $100 range ($1,450-$1,550 per ounce)."
Anshul Saigal: It is time to go for cyclicals and PSU stocks,"CIO, Kotak Portfolio Management, would bet against the over-owned large quality businesses."
The stories of India's star online content creators in 6-12 age group,They are the new icons among social media influencers. They are also learning the pitfalls of internet fame.
Boeing’s Board acted after months of mounting pressure,"Boeing recently announced more than $8 billion in costs tied to the crashes, and its stock price has declined by about 15% since early March."
What changed for Street while you were sleeping,Here is breaking down the pre-market actions.
"Infosys net profit falls 2.2% to ₹4,019 crore",Firm raises revenue outlook for year
"GST may have flaws but it is the law of the land, says Nirmala Sitharaman",The Finance Minister was reacting to concerns raised by taxation industry professionals
"Cartoonscape — October 14, 2019","The Hindu Provides Cartoons On All The Latest Topics & News From The World Of Politics, Business, Current Affairs & Much More"
Drawings from India,"Today's News Headlines, Breaking News & Latest News from India and World, News from Politics, Sports, Business, Arts and Entertainment"
"Cartoonscape — October 11, 2019","The Hindu Provides Cartoons On All The Latest Topics & News From The World Of Politics, Business, Current Affairs & Much More"
Analysis: AIADMK sends signals that it’s back to business with BJP,"It’s keen on securing every single additional vote in view of national party’s present political strength, says expert"
Filatex India plans to foray into home textiles,Higher margins attractive: chairman
Ravi Shankar Prasad withdraws comments on economic slump after facing flak,"A part of his statement was ‘completely twisted out of context’, the Union Minister said."
TS Planning Board V-C seeks more Mudra loans to State,Vice-Chairman of the Telangana State Planning Board B. Vinod Kumar has requested Union Finance Minister Nirmala Sitharaman to increase the sanction of Pradhan Mantri Mudra Yojana loans for small busin
Dosa with a spicy touch,Get ready for a Rayalaseema breakfast run
Chennai Connect: On Xi-Modi informal summit,Modi and Xi have not allowed recent disagreements to cloud their meeting
Govt. relaxes compliance requirements for MSMEs,"With the recent amendments in the Companies Act, 2013, through the Companies (amendment) Act, 2019, the Government has relaxed the compliance requirements for MSMEs and simplified procedures related t"
I-T searches in Goa yield ₹4.39 crore,The Income Tax Department on Thursday conducted searches at the premises of two groups involved in the sale and purchase of a hotel resort at Goa.IT officials said that searches were conducted in six
A green space amid a concrete jungle in Tiruchi,Mother-daughter duo turn green fingers to transform their Tiruchi home.
"Flipkart, Amazon officials hold meet with govt.","Traders raised concerns over deep discounting, loss funding"
Dairy farmers oppose proposed RCEP,Office-bearers of Dakshina Kannada Cooperative Milk Producers Union Limited (DKMUL) and several milk producing farmers staged a protest here recently against the inclusion of dairy in the Union govern
Lakshmi Vilas Bank plans to raise capital,A day after the Reserve Bank of India (RBI) rejected the amalgamation proposal of Indiabulls Housing Finance Ltd. and lndiabulls Commercial Credit Ltd. with private sector lender Lakshmi Vilas Bank (L
Pakistan must end support to terror groups: U.S. Senator,"“It was particularly helpful to discuss with key Pakistani leaders what more can be done to preempt terrorist attacks and prevent the spread of terrorist ideology,” she said."
Narendra Modi cleans Mamallapuram beach ahead of talks with Xi Jinping,"Prime Minister Narendra Modi on Saturday collected plastic bottles, plates and other garbage thrown on the beach outside the Taj Fisherman’s Cove Resort and Spa near Mamallapuram where he is staying.C"
FM to meet govt. bank chiefs,Ms. Sitharaman to review progress post stimulus measures
Crackdowns fail to strike fear,Vizianagaram and Srikakulam districts are major hubs of illegal firecracker units
"Infosys net profit falls 2.2% to ₹4,019 crore",Firm raises revenue outlook for year
Giuliani associates charged with illegally funneling cash to pro-Trump group,The arrest of Ukraine-born Lev Parnas and Belarus-born Igor Fruman at an airport outside Washington carrying one-way tickets to Vienna was the latest dramatic development in a political saga that threatens Trump's presidency.
Reconnecting Jaffna to southern India,Alliance Air is launching direct flights from the northern Sri Lankan city to Chennai and Tiruchi
A confluence of genres,"Classical violinist Apoorva Krishna will take Sanyog to Kochi, Bengaluru and Mumbai"
A Chennai setting,The Modi-Xi summit might restore the bonhomie in ties that saw strains recently
Inform passengers on flights delays by SMS: DGCA,Airlines will now need to inform passengers about flight delays over half an hour and also of last-minute gate changes at departure terminals by SMS. Directorate General of Civil Aviation (DGCA) chief Arun Kumar on Friday issued a number of passenger-friendly…
Ex-India captain Sourav Ganguly set to be next president of BCCI,"The stage is set for former India captain Sourav Ganguly to be the next president of the Indian cricket board (BCCI), with elections unlikely to be held at BCCI's Annual General Meeting on October 23. Sunday's BCCI meeting in Mumbai had a fair share of drama …"
Quick Edit: BCCI’s makeover focuses on 'proxies',"Former Indian cricket captain Sourav Ganguly is, according to media reports, likely to become the new president of the Board of Control for Cricket in India. The elections for the post of office bearers are..."
Why we banned e-cigs: Harsh Vardhan writes for TOI,"I have seen, as an ENT surgeon, many cancers attributable to tobacco use. As per estimates, two fifth of cancers in India are related to tobacco use. Nearly half of these cancer patients meet a..."
Is the world economy sliding into first recession since 2009?,"The global economy is wobbling and whether it topples over is the big question in financial markets, executive suites and the corridors of power. Investors cheered as the US struck a partial trade agreement with China and there were even signs the UK may stri…"
"Officials told to monitor flow of cash, liquor",General observer continues tour of critical poll stations
Poorna Kumbam awaits Xi,"When Chinese President Xi Jinping arrives in Chennai, an honour will await him at the Chennai International Airport. Mr. Xi, also the General Secretary of the Communist Party of China, will be accord"
INX Media case: Delhi court reserves order on ED’s plea to arrest P. Chidambaram,"Solicitor General Tushar Mehta, appearing for the ED, told a special judge that there is a finding by the Supreme Court that custodial interrogation of Mr. Chidambaram is necessary"
NSS flays implementation of Khader panel report,Terms it a violation of Right To Education Act
Cordon and search takes denizens by surprise,"Police seize 360 vehicles, 16 LPG cylinders"
Gaganyaan will be a reality soon: SHAR scientist,Mission to send three persons into space to carry out research
Jamaat-ul-Mujahideen Bangladesh trying to spread across India: NIA chief,‘The Bangladesh-based terror outfit has set up over 20 hideouts in Bangalore’
Justice Manikumar sworn in as Chief Justice of Kerala High Court,"He succeeds Justice Hrishikesh Roy, who was elevated to the Supreme Court."
Violence in Kashmir reduced after revoking of Article 370: Army,“There has been reduction in terrorist initiated incidents. There has been reduction in stone pelting incidents.”
"PRC seeks details of staff, vacancies at district-level",Heads of department asked to provide staffing pattern
Race begins to garner Sumalatha’s support,"Election fever is yet to grip K.R. Pet Assembly segment despite the announcement of byelections, but the efforts to cash in on the popularity of Sumalatha, Mandya MP, began on Thursday by two major as"
CAG report points to under-assessment of revenue by Karnataka State departments,"The report said this was found following audits of 386 units of Value Added Tax, State Excise, Taxes on Motor Vehicles, Stamps and Registration Fee, and Land Revenue during 2017-2018"
Security drill held ahead of Modi-Xi summit,Convoy of armoured bulletproof limousines part of rehearsal
"Police deploy drones to survey route, position security personnel",First use of photogrammetric mapping for VIP security
"Police deploy drones to survey route, position security personnel",First use of photogrammetric mapping for VIP security
Security drill held ahead of Modi-Xi summit,Convoy of armoured bulletproof limousines part of rehearsal
"Modi’s new slogan is Jio Hind, not Jai Hind, says Yechury",He alleged that there was a move to shut the state-owned BSNL and MTNL to help industrialist Mukesh Ambani’s Reliance Jio.
Army EME Corps gears up for automation,"Project Beehive for 2,000 workshops"
All fronts fancy their chances at Vattiyurkavu,LDF rides on Mayor’s popularity; UDF hopeful after wins in 2011 and 2016; BJP has emerged as a force to reckon with
Drive against child porn nets 32 persons,Operation P-Hunt launched by Cyberdome
U.K. to issue coin in honour of Mahatma Gandhi,Britain’s Chancellor of the Exchequer Sajid Javid asked the Royal Mint of the UK to propose a new commemorative coin in Gandhi’s honour
"Murder of RSS supporter, family sparks outrage in West Bengal",West Bengal Governor calls killings ‘dastardly’
Summit success brings drones to forefront of VIP security,Police form teams to deploy the surveillance technology
PM Modi dares Opposition to include special status for J&K in poll manifestos,"Area of Jammu, Kashmir and Ladakh is not just a piece of land but a strategic region vital to the country’s security, he says during a poll campaign in Maharashtra."
India’s first private train violates railway tariff law,The train service flagged off between Lucknow-Delhi-Lucknow route charges a higher fare than the existing Shatabdi Express and other trains on the same route.
U.N chief Guterres calls for de-escalation of conflict in Syria,"Turkey pressed its military offensive against U.S.-allied Kurdish fighters in northeast Syria on Thursday, in an operation that has forced thousands of people to flee their homes"
Bali Zoo celebrated Tumpek Kandang ritual for all its resident faunas,The Tumpek Kandang ceremony is a tribute to God of Creator and Preserver (God Shiva).
Pakistan PM leaves for Tehran to mitigate tensions between Iran and Saudi Arabia,Tension has been simmering between the two countries ever since the start of attacks on Yemen in 2015 by a coalition-led by Riyadh and execution of a prominent Shia cleric in the Gulf Kingdom in 2016.
Poland’s ruling nationalists seen on course to remain in power,The victory is likely to stoke concern about democratic standards in the largest ex-Soviet European Union state.
Apple removes Hong Kong map app after Chinese criticism,People’s Daily warned Apple might hurt its reputation with Chinese consumers.
Indonesian minister attacked by suspected IS radical,"Indonesia&#39;s Chief Security Minister Wiranto is conscious and in a stable condition after he was stabbed on Thursday by a man authorities suspect had been radicalised by Islamic State ideology, pol"
"Imran Khan likely to visit Saudi Arabia, Iran on October 11 to discuss Middle East tensions",Tensions have been brewing between Tehran and Riyadh since the missile attacks on Saudi oil facilities last month.
Philippine police chief resigns amid drug allegations,"Gen. Oscar Albayalde said his decision relinquishing his post was accepted by Interior Secretary Eduardo Ano over the weekend but insisted on his innocence, saying he has never been criminally or administratively charged for the alleged irregularity."
Xi leaves for India for 2nd informal summit with PM Modi,"The meeting between Modi and Xi “sent the reassuring message that they (India and China) want nothing to get in the way of constructive engagement”, China Daily editorial says"
"Modi–Xi Jinping meet live updates | Trade, border disputes to dominate talks",The seaside resort in Mamallapuram on the outskirts of Chennai prepares to host Prime Minister Narendra Modi and Chinese President Xi Jinping on Friday and Saturday.
France offers help to revive 'desi' jet engine project,"France offers help to revive 'desi' jet engine projectDue to delay in completion of the Kaveri project, Tejas is powered by General Electric's F-404 engine."
Pakistan must end support to terror groups: US Senator,"US Senators Hassan and Chris Van Hollen met Pakistan Prime Minister Imran Khan, Chief of Army Staff General Qamar Javed Bajwa and officials from the Pakistan-occupied Kashmir."
CAIT alleges violation of FDI policy by Flipkart,CAIT alleges violation of FDI policy by FlipkartCAIT Secretary General Praveen Khandelwal said both the portals denied all charges and stated that they comply with the policy in its letter and spirit.
Govt working to cut stake to below 51% yet retain control of CPSEs,"FM Nirmala Sitharaman has already said the govt will modify its current policy of retaining 51% stake in PSUs, but will maintain a controlling stake."
Iffco-Tokio moves IRDA in J&K Bank case,"Iffco-Tokio moves IRDA in J&K Bank caseIn a letter last month, Iffco-Tokio has written to the Insurance Regulatory and Development Authority (Irda) seeking to “dispel any misinformation.”"
Singh brothers sent to police custody for 4 days,Singh brothers sent to police custody for 4 daysCalling himself a “victim” Shivinder Singh did not oppose the remand and said that he would “cooperate with the investigative agencies”.
World Bank cuts India's growth projection to 6 per cent,"In 2018-19, the growth rate of the country stood at 6.9 per cent."
"In the last Lok Sabha polls, 86% of candidates lost deposits","As per the statistical report - which covered 542 parliamentary seats, excluding Vellore where the poll was cancelled - just 587 of the 7,484 defeated candidates held on to their security deposit."
BMS to oppose Modi govt on PSU privatisation,BMS to oppose Modi govt on PSU privatisationThe move assumes significance as the Bharatiya Janata Party chief and Home Minister Amit Shah and Railways Minister Piyush Goyal had recently visited BMS headquarters in Delhi.
"How gold, oil and base metals may trade today",Here are SMC Global’s detailed commodity expectations for the day.
France makes move to revive Kaveri jet engine project,France makes move to revive Kaveri jet engine projectA detailed presentation on creating an aircraft engine ecosystem in India was given to the minister who had gone for the handing over ceremony of the Rafale fighter jets.
Sale-bound Alliance Air gets nod for foreign flights,Sale-bound Alliance Air gets nod for foreign flightsThe move has triggered speculation among Air India employees that government may continue in airline business by not selling Alliance Air.
US Senator says Pakistan must end support to terror groups,Senator Maggie Hassan also called for finding ways to de-escalate the tension between India and Pakistan that spiked after New Delhi revoked the special status of Jammu and Kashmir in August.
From zero to hero: Pakistan bonds evoke Egypt’s success tale,Small wonder foreigners bought $342 million of debt in the quarter through September.
"After handing the sets, Chinese phone companies to offer accessories","Comapnies like Xiaomi, Realme India plans to drive revenue and profitability in-country via cables, earphones, power banks, among other things."
Want to stay safe? Sticking to IT is still a good idea,We have stayed away from metals and oil & gas space as we avoid cyclicals.
"Long term, mid, smallcaps offer good value: Vora",Private banks as well as some of the IT pockets should continue to do well.
"View: This festive season, fireworks or damp squibs?","It is amazing how things come around. I was listening to Prime Minister Narendra Modi’s Houston speech. After speaking in several Indian languages, Modi said: “Maine itna hi kaha hai: .” Suddenly I remembered the..."
Soaring gold prices put buyers off ahead of Diwali,Soaring gold prices put buyers off ahead of DiwaliJewellers are lining up promotions as a rally in prices coincides with a collapse in consumer demand.
Abhijit Banerjee: Some personal recollections,"In 1983, there was a protracted student agitation on the JNU Campus that culminated in a sit-in at the residence of the vice-chancellor, PN Srivastava."
Our India strategy is to ensure technology access to local handset brands: Corning Gorilla Glass’s John Bayne,"""India, however, will be the fastest-growing market with 10% growth y-o-y. It is an incredibly important market."""
Boeing’s Board acted after months of mounting pressure,"Boeing recently announced more than $8 billion in costs tied to the crashes, and its stock price has declined by about 15% since early March."
The 20 richest people in the automotive industry,"The 20 richest people in the automotive industrySome in this list are prominent, like Elon Musk. Others are not so much so, like Pallonji Mistry."
How Visakhapatnam’s hotels and restaurants are reducing their plastic usage,"From doing away with plastic straws to introducing refillable glass bottles, a slow movement is taking shape in the city to make way for a greener future"
"In Mamallapuram, seeking the true north in ties",The India-China informal summit is another opportunity for both leaders to reset relations in an era of geostrategic flux
"In Mamallapuram, seeking the true north in ties",The India-China informal summit is another opportunity for both leaders to reset relations in an era of geostrategic flux
It is still an amber light for road safety,"In spite of the ambitious provisions in the amended Motor Vehicles law, safe road behaviour is still miles away"
PET-CT Scanner installed in Government hospital in city,"Fusion PET-CT, a unit of Amaravathi Cancer Treatment Private Limited, has installed a state-of-the-art PET-CT scanner on the premises of the Government General Hospital in the city.A press release sta"
"Rise, ruin and renewal of Barrackpore, British India’s first retreat",New book brings forth interesting facets of history.
Powerful bomb blast rocks Manipur border town Moreh,Angry residents impose indefinite general strike
"Sourav Ganguly, Jay Shah file nomination papers ahead of BCCI elections",All 8 candidates are expected to be elected unopposed at the board’s Annural General Meeting on October 23
Star Vijay’s The Wall is an adaptation of the American TV show of the same name,"The latest game show on television rewards contestants who have luck, and a bit of general knowledge, on their side"
Benign bone tumour removed using CT-guided surgery,Mass was present in the elbow joint
Vizag woman seeks help on Twitter to bring father’s body home,He was killed in Saudi Arabia allegedly during an argument
Congress leader declines to be part of advisory council to Priyanka Gandhi Vadra,"Congress leader Rajesh Mishra on Thursday said he has declined to take up his appointment as a member of an advisory council to Priyanka Gandhi Vadra, saying that he is not in a position to advise her"
NSS lashes out at CPI(M),‘List out virtues brought in by govt. for benefit of upper castes’
Three-day workshop on sugarcane at UAS-D,150 scientists to present papers
Young and mindful,"Dr Sanju George, Professor of Psychiatry and Psychology, Rajagiri College of Social Sciences (Autonomous), Kalamassery will be hosting the Mental Health Workshop at Donut Factory, Panampilly Nagar on"
Dr. Reddy’s chairman is new IPA president,Dr. Reddy’s Laboratories chairman Satish Reddy has been appointed president of the Indian Pharmaceutical Alliance (IPA) for 2019-2021. Panacea Biotec Managing Director Rajesh Jain will continue as the
Plea to probe ivory case involving Mohanlal,A former forest official has approached the Kerala High Court with a petition seeking a court-monitored high-level investigation into the illegal issuance of ownership certificates for the ivory found
Man held for Facebook posts against IPS officers,"A 45-year-old private employee landed behind the bars for allegedly posting inflammatory content against senior IPS officers on social media.Batti Suraj Kumar, a resident of Ram Nagar in Secunderabad,"
Sadhbhavana Award to Gopal Kishan,"Freedom fighter and well-known doctor, A. Gopal Kishan, who played a key role in the Telangana Movement of 1968 will be presented with Rajiv Gandhi Sadbhavana Award on October 19. The day is celebrate"
"AINRC will emerge stronger after bypoll, says Rangasamy",Congress hope of our party’s collapse a daydream: ex-CM
Getting students stage-ready,Two-day theatre workshop by The Hindu and the SSK
Induction programme for statistical officers begins,‘Popular schemes based on ground-level data and its analysis’
"Security measures stepped up in Manipur, Tripura",The move comes ahead of the 12-hour lockdown called by underground organisations on October 15
"Throw out AIADMK government, Vaiko appeals to Nanguneri voters",‘Major investments moved to neighbouring States’
Google Doodle celebrates 155th birth anniversary of women’s rights activist Kamini Roy,The Bengali poet also has the distinction of being the first woman to graduate with honours in British India.
Property card not mandatory for registration in corporation limits,"Producing property card for property registration and transactions is now not mandatory within the jurisdiction of the Mangaluru City Corporation.In an order issued to this effect on October 11, 2019,"
Workshop for pharma professionals from today,"A six-day workshop, spread over two modules of three days each, for pharma professionals on ‘Pharmaceutical Quality Assurance/Quality Control’ will get underway in the city on Friday. It is being orga"
Congress demands White Paper on PMC crisis,Party asks government to lift the limit on withdrawal imposed by the RBI with immediate effect.
It’s Raees vs Vulcan in feature,"Raees and Vulcan should fight out the finish of the Suresh Mahindra Trophy, the main event of Saturday’s (Oct. 11) races. Rails will be announced one hour before the first race.1. SIR SULTAN CHINOY TR"
"Happy, but a lot more to be done: Ramesh",Praises top seed Sreeshwan’s comeback to claim the bronze
"SCR handled 20,000 extra passengers daily during Dasara",162 special trains were run with 352 extra coaches
₹18.65-cr. plan to repair regulator,Part of measures planned in the Bharathapuzha in light of 2018 and 2019 floods
Traffic arrangements for Modi-Xi Jinping summit in Mamallapuram,Chennai police have made changes in the traffic in view of the summit between the two leaders.
Politics Live | Congress boycotts local body polls in Kashmir,Here are the day's political developments from across the country
"Send SMS repeatedly to passengers regarding flight delay, DGCA tells airlines",‘The airlines should make all efforts to send SMS in case there is a delay in flight beyond 30 minutes or a boarding gate change has taken place at the airport.’
"96 coin varieties of Ganga dynasty attract visitors at philatelic, numismatic exhibition","As many as 96 varieties of coins used during the period of the Western Ganga dynasty, which ruled Karnataka, are among the attractions at the three-day philately and numismatic exhibition here.Among t"
"Mamallapuram's 1,700-yr-old Chinese connection","Times of India brings the Latest & Top Breaking News on Politics and Current Affairs in India & around the World, Cricket, Sports, Business, Bollywood News and Entertainment, Science, Technology, Health & Fitness news & opinions from leading columnists."
"New definitions, quality control await med devices","""The new definition for medical devices will be aligned with that of the International Medical Device Regulators Forum and one which is globally accepted,"" an official said. Once the new definition is notified, all medical devices will fall under the health m…"
Why we banned e-cigs: Harsh Vardhan writes for TOI,"I have seen, as an ENT surgeon, many cancers attributable to tobacco use. As per estimates, two fifth of cancers in India are related to tobacco use. Nearly half of these cancer patients meet a..."
"Singh bros, ex-Ranbaxy promoters, held for fraud","The economic offences wing of the Delhi Police has arrested former Religare promoter Shivinder Mohan Singh and the company's ex-CMD Sunil Godhwani for alleged default in repayment of dues and causing wrongful loss of Rs 2,397 crore to Religare Finvest Ltd. La…"
Tourism is in the pink of health here,Backwaters carpeted by water lilies are attracting tourists by hordes to Kottayam villages
Education for mothers directly linked to better nutrition for children: survey,Pan-India study of 1.2 lakh children by Health and Family Welfare Ministry shows children received better diets with higher levels of schooling among mothers
